COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS
K471249000,5,5,0.59,0.43
K471559000,6,1,2.07,1.54
K471559000,6,2,1.49,1.12
K471559000,6,3,1.11,0.84
K471559000,6,4,0.84,0.63
K471559000,6,5,0.71,0.47
K471559000,6,6,0.47,0.37
K471710000,6,1,2.2,1.7
K471710000,6,2,1.69,1.33
K471710000,6,3,1.33,1.02
K471710000,6,4,1.03,0.79
K471710000,6,5,0.79,0.6
K471710000,6,6,0.59,0.44
K471831000,6,1,2.81,2.32
K471831000,6,2,2.3,1.92
K471831000,6,3,1.91,1.57
K471831000,6,4,1.57,1.29
K471831000,6,5,1.29,1.05
K471831000,6,6,1.05,0.85
K471806000,6,1,2.83,2.3
K471806000,6,2,2.3,1.91
K461117000,8,3,1.91,1.6
K461117000,8,4,1.6,1.34
K461117000,8,5,1.35,1.14
K461117000,8,6,1.14,0.97
K461117000,8,7,0.96,0.83
K461994000,8,1,4.8,3.96
K461994000,8,2,3.95,3.45
K461994000,8,3,3.44,3
K461994000,8,4,3,2.61
K461994000,8,5,2.61,2.27
K461994000,8,6,2.27,1.98
K461994000,8,7,1.98,1.72
K461994000,8,8,1.72,1.54
K451529000,7,1,2.51,2.03
K451529000,7,2,1.99,1.67
K451529000,7,3,1.67,1.39
K451529000,7,4,1.41,1.16
K451529000,7,5,1.17,0.99
K451529000,7,6,0.97,0.83
K451529000,7,7,0.82,0.71
K452012000,7,1,3.24,2.43
K452012000,7,2,2.44,1.89
K452012000,7,3,1.88,1.47
K452012000,7,4,1.45,1.11
K452012000,7,5,1.11,0.86
K452012000,7,6,0.86,0.65
K452012000,7,7,0.65,0.51
K461051000,7,1,2.85,2.3
K461051000,7,2,2.28,1.91
K461051000,7,3,1.92,1.6
K461051000,7,4,1.62,1.36
K461051000,7,5,1.35,1.14
K461051000,7,6,1.15,0.96
K461051000,7,7,0.96,0.82
K461031000,8,1,2.22,1.76
K461031000,8,2,1.72,1.39
K461031000,8,3,1.39,1.13
K461031000,8,5,0.96,0.83
K461031000,8,6,0.82,0.7
K461031000,8,7,0.7,0.59
K461031000,8,8,0.6,0.51
K461029000,5,1,2.01,1.52
K461029000,5,2,1.52,1.16
K461029000,5,3,1.17,0.89
K461029000,5,4,0.9,0.67
K461029000,5,5,0.67,0.52
K461221000,6,1,2,1.53
K461221000,6,2,1.52,1.17
K461221000,6,3,1.16,0.89
K461304000,0,1,1.92,1.46
K461304000,6,2,1.54,1.21
K461304000,6,3,1.21,0.95
K461304000,6,4,0.95,0.75
K461304000,6,5,0.74,0.58
K461304000,6,6,0.59,0.46
K460088000,6,1,2.11,1.52
K460088000,6,2,1.52,1.18
K460088000,6,3,1.18,0.91
K460088000,6,4,0.9,0.69
K460088000,6,5,0.7,0.53
K460088000,6,6,0.54,0.41
K461043000,5,1,2.02,1.53
K461043000,5,2,1.52,1.18
K461043000,5,3,1.18,0.9
K461043000,5,4,0.89,0.68
K461043000,5,5,0.68,0.51
K461145000,5,1,1.98,1.54
K461145000,5,2,1.53,1.18
K461145000,5,3,1.17,0.89
K461145000,5,4,0.89,0.68
K461145000,5,5,0.68,0.51
K461160000,5,1,2.05,1.53
K461160000,5,2,1.52,1.18
K461160000,5,3,1.18,0.89
K461160000,5,4,0.89,0.69
K461160000,5,5,0.68,0.51
K461039000,5,1,2.02,1.53
K461039000,5,2,1.53,1.18
K461039000,5,3,1.18,0.89
K461039000,5,4,0.89,0.68
K461039000,5,5,0.68,0.51
K461081000,6,1,2.12,1.52
K461081000,6,3,0.91,1.17
K461081000,6,4,0.9,0.69
K461081000,6,5,0.69,0.53
K461081000,6,6,0.54,0.41
K460146000,6,1,2.01,1.53
K460146000,6,2,1.53,1.18
K460146000,6,3,1.18,0.91
K460146000,6,4,0.91,0.7
K460146000,6,5,0.7,0.54
K460146000,6,6,0.53,0.41
K461036000,5,1,2.08,1.53
K461036000,5,2,1.52,1.17
K461036000,5,3,1.18,0.89
K461036000,5,4,0.89,0.68
K461036000,5,5,0.68,0.51
K461042000,5,1,2.03,1.53
K461042000,5,2,1.52,1.18
K461042000,5,3,1.17,0.9
K461042000,5,4,0.92,0.7
K461042000,5,5,0.69,0.53
K461192000,5,1,2.05,1.53
K461192000,5,2,1.52,1.18
K461192000,5,3,1.18,0.9
K461192000,5,4,0.9,0.68
K461192000,5,5,0.68,0.51
K461335000,0,3,1.18,0.91
K461335000,0,4,0.68,0.9
K461335000,0,5,0.68,0.52
K461996000,6,1,2,1.56
K461996000,6,2,1.56,1.25
K461996000,6,3,1.24,0.97
K461996000,6,4,0.96,0.75
K461996000,6,5,0.76,0.59
K461996000,6,6,0.59,0.47
K461413000,5,1,2.26,1.68
K461413000,5,2,1.68,1.3
K461413000,5,3,1.3,0.99
K461413000,5,4,0.99,0.76
K461413000,5,5,0.75,0.57
K461307000,5,1,2.02,1.53
K461307000,5,2,1.53,1.17
K461307000,5,3,1.17,0.9
K461307000,5,4,0.9,0.69
K461307000,5,5,0.69,0.53
K470052000,5,1,2.02,1.46
K470052000,5,3,0.77,1.05
K470052000,5,4,0.76,0.55
K470052000,5,5,0.54,0.4
K461183000,6,1,2.07,1.54
K461183000,6,2,1.52,1.27
K461183000,6,3,1.18,0.9
K461183000,6,4,0.9,0.69
K461183000,6,5,0.69,0.53
K461183000,6,6,0.53,0.4
K460647000,6,1,1.96,1.55
K460647000,6,2,1.54,1.18
K460647000,6,3,1.17,0.89
K460647000,6,4,0.89,0.69
K460647000,6,6,0.4,0.52
K460839000,6,1,2.04,1.53
K460839000,6,2,1.52,1.19
K460839000,6,3,1.17,0.89
K460839000,6,4,0.9,0.69
K460839000,6,5,0.69,0.53
K460839000,6,6,0.53,0.4
K461869000,5,1,2.17,1.68
K461869000,5,2,1.66,1.28
K461869000,5,3,1.26,0.94
K461869000,5,4,0.94,0.7
K461869000,5,5,0.71,0.53
K461277000,6,1,2.06,1.54
K461277000,6,2,1.52,1.18
K461277000,6,3,1.17,0.9
K461277000,6,5,0.69,0.52
K461277000,6,6,0.53,0.39
K460175000,8,1,3.51,3.01
K460175000,8,2,2.98,2.6
K460175000,8,3,2.59,2.27
K460175000,8,4,2.27,2
K460175000,8,5,2.01,1.76
K460175000,8,6,1.77,1.55
K460175000,8,7,1.56,1.37
K460175000,8,8,1.37,1.22
K470030000,8,1,4.8,3.99
K470030000,8,2,3.99,3.62
K470030000,8,3,3.59,3.23
K470030000,8,4,3.25,2.93
K470030000,8,5,2.91,2.63
K470030000,8,6,2.63,2.41
K470030000,8,7,2.41,2.2
K470030000,8,8,2.22,2.02
K460098000,7,1,3.49,2.98
K460098000,7,2,2.98,2.57
K460098000,7,3,2.57,2.22
K460098000,7,4,2.23,1.92
K460098000,7,5,1.92,1.65
K460098000,7,6,1.65,1.43
K460098000,7,7,1.43,1.24
K461981000,7,1,3.01,2.53
K461981000,7,2,2.54,2.17
K461981000,7,3,2.16,1.85
K461981000,7,4,1.83,1.57
K461981000,7,5,1.56,1.35
K461981000,7,6,1.33,1.13
K461981000,7,7,1.14,0.99
K460672000,8,1,4.8,4
K460672000,8,2,4,3.48
K460672000,8,3,3.47,3.01
K460672000,8,4,3.03,2.61
K460672000,8,5,2.61,2.29
K460672000,8,6,2.27,1.97
K460672000,8,7,1.98,1.71
K460672000,8,8,1.72,1.5
K461983000,7,1,3,2.53
K461983000,7,2,2.52,2.16
K461983000,7,3,2.15,1.83
K461983000,7,4,1.82,1.56
K461983000,7,5,1.55,1.33
K461983000,7,6,1.34,1.14
K461983000,7,7,1.14,0.99
K460593000,8,1,3.01,2.52
K460593000,8,2,2.48,2.1
K460593000,8,3,2.09,1.77
K460593000,8,4,1.79,1.51
K460593000,8,5,1.51,1.27
K460593000,8,6,1.28,1.1
K460593000,8,7,1.1,0.94
K460593000,8,8,0.94,0.82
K460874000,8,1,3.01,2.5
K460874000,8,2,2.48,2.08
K460874000,8,3,2.1,1.77
K460874000,8,4,1.78,1.51
K460874000,8,5,1.51,1.28
K460874000,8,6,1.29,1.1
K460874000,8,7,1.1,0.94
K460874000,8,8,0.95,0.84
K452130000,9,1,3.19,2.62
K452130000,9,2,2.63,2.2
K452130000,9,3,2.2,1.84
K452130000,9,4,1.58,1.85
K452130000,9,5,1.55,1.31
K452130000,9,6,1.32,1.12
K452130000,9,7,1.13,0.97
K452130000,9,8,0.98,0.83
K452130000,9,9,0.83,0.72
K460994000,7,1,2.53,2.01
K460994000,7,2,2.02,1.67
K460994000,7,3,1.67,1.4
K460994000,7,4,1.41,1.17
K460994000,7,5,1.18,0.98
K460994000,7,6,0.98,0.84
K460994000,7,7,0.83,0.72
K470394000,8,1,2.2,1.74
K470394000,8,2,1.71,1.4
K470394000,8,3,1.4,1.14
K470394000,8,4,1.14,0.96
K470394000,8,5,0.96,0.8
K470394000,8,6,0.8,0.68
K470394000,8,7,0.68,0.58
K470394000,8,8,0.52,0.59
K470407000,8,1,2.27,1.75
K470407000,8,2,1.72,1.4
K470407000,8,3,1.4,1.14
K470407000,8,4,1.14,0.95
K470407000,8,5,0.96,0.81
K470407000,8,6,0.81,0.69
K470407000,8,7,0.68,0.58
K470407000,8,8,0.58,0.52
K470387000,5,1,2.82,2.3
K470387000,5,2,2.31,1.98
K470387000,5,3,1.97,1.68
K470387000,5,4,1.66,1.39
K470387000,5,5,1.39,1.16
K470371000,5,1,2.82,2.35
K470371000,5,2,2.33,1.98
K470371000,5,3,1.98,1.66
K470371000,5,4,1.66,1.4
K470371000,5,5,1.4,1.16
K470399000,5,1,2.83,2.35
K470399000,5,2,2.32,1.98
K470399000,5,3,1.98,1.66
K470399000,5,4,1.68,1.39
K470399000,5,5,1.4,1.16
K470039000,5,1,2.85,2.29
K470039000,5,2,2.29,1.9
K470039000,5,3,1.91,1.58
K470039000,5,4,1.58,1.3
K470039000,5,5,1.29,1.06
K461203000,5,1,2,1.5
K461203000,5,2,1.49,1.13
K461203000,5,3,1.13,0.83
K461203000,5,4,0.83,0.62
K461203000,5,5,0.61,0.45
K470412000,5,1,2.85,2.29
K470412000,5,2,2.31,1.92
K470412000,5,3,1.91,1.57
K470412000,5,4,1.57,1.3
K470412000,5,5,1.29,1.07
K470078000,5,1,2.86,2.3
K470078000,5,2,2.3,1.91
K470078000,5,3,1.91,1.57
K470078000,5,4,1.58,1.3
K470078000,5,5,1.3,1.07
K470102000,5,1,2.84,2.29
K470102000,5,2,2.3,1.91
K470102000,5,3,1.91,1.58
K470102000,5,4,1.58,1.3
K470102000,5,5,1.3,1.06
K470519000,5,1,2.84,2.3
K470519000,5,2,2.3,1.91
K470519000,5,3,1.91,1.57
K470519000,5,4,1.58,1.29
K470519000,5,5,1.3,1.07
K461792000,6,1,2.06,1.54
K461792000,6,2,1.53,1.2
K461792000,6,4,0.74,0.93
K461792000,6,5,0.72,0.57
K461792000,6,6,0.57,0.45
K461634000,6,1,2.03,1.53
K461634000,6,2,1.52,1.18
K461634000,6,3,1.17,0.9
K461634000,6,4,0.9,0.69
K461634000,6,5,0.68,0.52
K461634000,6,6,0.52,0.4
K461614000,5,1,2.02,1.46
K461614000,5,2,1.44,1.06
K461614000,5,3,1.06,0.76
K461614000,5,4,0.76,0.55
K461614000,5,5,0.54,0.39
K462045000,6,1,1.89,1.56
K462045000,6,2,1.5,1.15
K462045000,6,3,1.15,0.87
K462045000,6,4,0.93,0.83
K462045000,6,5,0.63,0.47
K462045000,6,6,0.48,0.36
K461637000,6,1,2.04,1.46
K461637000,6,2,1.45,1.05
K461637000,6,3,1.05,0.75
K461637000,6,4,0.81,0.54
K461637000,6,5,0.54,0.39
K470087000,5,1,2.83,2.34
K470087000,5,2,2.34,1.99
K470087000,5,3,1.98,1.66
K470087000,5,4,1.66,1.39
K470087000,5,5,1.4,1.17
K461677000,6,1,2.05,1.53
K461677000,6,2,1.5,1.15
K461677000,6,4,0.64,0.86
K461677000,6,5,0.63,0.48
K461677000,6,6,0.47,0.36
K461633000,5,1,2.02,1.49
K461633000,5,2,1.48,1.11
K461633000,5,3,1.11,0.82
K461633000,5,4,0.82,0.62
K461633000,5,5,0.62,0.46
K461742000,5,1,2.02,1.45
K461742000,5,2,1.44,1.06
K461742000,5,3,1.06,0.77
K461742000,5,4,0.76,0.55
K461742000,5,5,0.55,0.41
K470126000,5,1,5.2,4.36
K470126000,5,2,4.35,3.92
K470126000,5,3,3.91,3.61
K470126000,5,4,3.6,3.3
K470126000,5,5,3.29,3.07
K470125000,5,1,5.17,4.38
K470125000,5,2,4.35,3.92
K470125000,5,3,3.92,3.6
K470125000,5,4,3.6,3.31
K470125000,5,5,3.3,3.07
K470128000,5,1,5.17,4.38
K470128000,5,2,4.35,3.92
K470128000,5,3,3.91,3.61
K470128000,5,4,3.59,3.31
K470128000,5,5,3.3,3.07
K470621000,6,1,2.78,2.29
K470621000,6,2,2.28,1.87
K470621000,6,3,1.86,1.53
K470621000,6,4,1.53,1.26
K470621000,6,5,1.26,1.03
K470621000,6,6,1.03,0.87
K470649000,5,1,2.76,2.26
K470649000,5,2,2.28,1.88
K470649000,5,3,1.86,1.54
K470649000,5,4,1.53,1.27
K470649000,5,5,1.26,1.04
K470613000,5,1,2.79,2.23
K470613000,5,2,2.23,1.8
K470613000,5,3,1.8,1.42
K470613000,5,4,1.42,1.12
K470613000,5,5,1.12,0.87
K470624000,6,1,2.79,2.26
K480733000,6,2,2.27,1.87
K480733000,6,3,1.86,1.53
K480733000,6,4,1.54,1.27
K480733000,6,5,1.26,1.03
K480733000,6,6,1.03,0.85
K480715000,0,2,1.93,2.3
K480715000,6,3,1.9,1.58
K480715000,6,4,1.59,1.31
K480715000,6,5,1.31,1.09
K480715000,6,6,1.09,0.91
K480556000,5,1,2.03,1.47
K480556000,5,2,1.46,1.09
K480556000,5,3,1.08,0.79
K480556000,5,4,0.79,0.58
K480556000,5,5,0.57,0.41
K480629000,5,1,2.02,1.46
K480629000,5,2,1.46,1.09
K480629000,5,3,1.08,0.8
K480629000,5,4,0.79,0.57
K480629000,5,5,0.58,0.41
K480665000,5,3,1.08,0.79
K480665000,5,4,0.79,0.58
K480665000,5,5,0.58,0.41
K471839000,5,1,2.2,1.66
K471839000,5,2,1.68,1.3
K471839000,5,3,1.29,0.98
K471839000,5,4,0.98,0.74
K480620000,6,1,2.81,2.26
K480620000,6,2,2.26,1.87
K480620000,6,3,1.87,1.53
K480620000,6,4,1.53,1.25
K480620000,6,5,1.26,1.03
K480620000,6,6,1.03,0.85
K480727000,6,1,2.85,2.3
K480727000,6,2,2.3,1.91
K480727000,6,3,1.9,1.58
K480727000,6,4,1.58,1.32
K480727000,6,5,1.31,1.09
K480727000,6,6,1.09,0.91
K461432000,6,1,2.01,1.47
K461432000,6,2,1.46,1.09
K461432000,6,3,1.09,0.79
K461432000,6,4,0.85,0.75
K461432000,6,5,0.56,0.4
K461432000,6,6,0.4,0.29
K461382000,6,1,2.01,1.47
K461382000,6,2,1.47,1.09
K461382000,6,3,1.09,0.79
K461382000,6,4,0.83,0.75
K461382000,6,5,0.57,0.4
K461382000,6,6,0.4,0.29
K480686000,6,1,2.81,2.27
K480686000,6,2,2.26,1.87
K480686000,6,3,1.87,1.54
K480686000,6,4,1.53,1.27
K480686000,6,5,1.27,1.04
K480686000,6,6,1.03,0.85
K480721000,6,1,2.83,2.3
K480721000,6,2,2.3,1.91
K480721000,6,3,1.91,1.59
K480721000,6,4,1.58,1.32
K480721000,6,5,1.31,1.1
K480721000,6,6,1.1,0.91
K471849000,6,1,2.25,1.68
K471849000,6,2,1.68,1.3
K471849000,6,3,1.29,0.98
K471849000,6,4,0.98,0.74
K471849000,6,5,0.74,0.56
K471849000,6,6,0.56,0.42
K472135000,6,1,2.21,1.68
K472135000,6,2,1.68,1.29
K472135000,6,3,1.29,1
K472135000,6,4,0.99,0.76
K472135000,6,5,0.76,0.57
K472135000,6,6,0.56,0.42
K480631000,6,1,2.2,1.68
K480631000,6,2,1.67,1.3
K480631000,6,3,1.29,0.99
K480631000,6,4,0.99,0.76
K480631000,6,5,0.75,0.56
K480631000,6,6,0.56,0.41
K480724000,1,1,2.86,2.31
K480731000,6,1,2.8,2.31
K480731000,6,2,2.3,1.91
K480731000,6,3,1.91,1.58
K480731000,6,4,1.59,1.31
K480731000,6,5,1.31,1.09
K480731000,6,6,1.09,0.9
K480722000,6,1,2.77,2.3
K480722000,6,2,2.28,1.88
K480722000,6,3,1.87,1.53
K480722000,6,4,1.53,1.27
K480722000,6,5,1.25,1.03
K480722000,6,6,1.03,0.86
K480790000,1,1,2.81,2.31
K480612000,6,1,2.83,2.28
K480612000,6,2,2.27,1.86
K480612000,6,3,1.86,1.54
K480612000,6,4,1.54,1.25
K480612000,6,5,1.26,1.02
K480612000,6,6,1.02,0.86
K480712000,1,1,2.8,2.3
K480726000,0,1,2.79,2.3
K480726000,6,2,2.29,1.88
K480726000,6,3,1.86,1.53
K480726000,6,4,1.53,1.26
K480726000,6,5,1.26,1.03
K480726000,6,6,1.03,0.85
K480728000,6,1,2.84,2.31
K480728000,6,2,2.3,1.91
K480728000,6,3,1.91,1.58
K480728000,6,4,1.58,1.32
K480728000,6,5,1.31,1.09
K480728000,6,6,1.1,0.91
K480666000,6,1,2.83,2.26
K480666000,6,2,2.27,1.87
K480666000,6,3,1.86,1.54
K480666000,6,4,1.53,1.27
K480666000,6,5,1.26,1.03
K480666000,6,6,1.03,0.85
K480718000,6,1,2.79,2.32
K480718000,6,2,2.27,1.92
K480718000,6,3,1.92,1.64
K480718000,6,4,1.63,1.38
K480718000,6,5,1.39,1.18
K480882000,7,1,2.81,2.33
K480882000,7,2,2.32,1.98
K480882000,7,3,1.97,1.69
K480882000,7,4,1.67,1.41
K480882000,7,5,1.41,1.2
K480882000,7,6,1.19,1.02
K480882000,7,7,1.02,0.88
K480717000,7,1,2.81,2.33
K480717000,7,2,2.32,1.97
K480717000,7,3,1.96,1.65
K480717000,7,4,1.65,1.39
K480717000,7,5,1.4,1.17
K480717000,7,6,1.17,1
K480717000,7,7,1,0.86
K480818000,7,1,2.84,2.33
K480818000,7,2,2.32,1.97
K480818000,7,3,1.97,1.66
K480818000,7,4,1.66,1.4
K480818000,7,5,1.18,1.4
K480818000,7,6,1.18,1
K480818000,7,7,1,0.86
K480785000,7,1,2.79,2.35
K480785000,7,2,2.33,1.96
K480785000,7,3,1.96,1.66
K480785000,7,4,1.65,1.39
K480785000,7,5,1.41,1.18
K480785000,7,6,1.17,1
K480785000,7,7,1,0.86
K480875000,7,1,2.81,2.34
K480875000,7,2,2.32,1.96
K480875000,7,3,1.97,1.65
K480875000,7,4,1.65,1.4
K480875000,7,6,1.17,1.01
K480875000,7,7,1.01,0.87
K480588000,6,1,2.06,1.53
K480588000,6,2,1.52,1.18
K480588000,6,3,1.18,0.9
K480588000,6,4,0.9,0.7
K480588000,6,5,0.69,0.52
K480588000,6,6,0.53,0.4
K480773000,7,1,2.83,2.33
K480773000,7,2,2.32,1.96
K480773000,7,3,1.66,1.97
K480773000,7,4,1.65,1.4
K480773000,7,5,1.4,1.18
K480773000,7,6,1.18,1.01
K480773000,7,7,1,0.85
K480776000,7,1,2.82,2.32
K480776000,7,2,2.32,1.97
K480776000,7,3,1.97,1.65
K480776000,7,4,1.65,1.4
K480776000,7,5,1.39,1.17
K480776000,7,6,1.17,1.01
K480776000,7,7,1,0.86
K480774000,7,1,2.82,2.34
K480774000,7,2,2.32,1.97
K480774000,7,3,1.96,1.65
K480774000,7,4,1.65,1.4
K480774000,7,5,1.39,1.17
K480774000,7,6,1.17,1
K480774000,7,7,1,0.86
K480829000,7,1,2.81,2.33
K480829000,7,2,2.32,1.97
K480829000,7,3,1.96,1.65
K480829000,7,4,1.66,1.4
K480829000,7,5,1.4,1.18
K480829000,7,6,1.18,1
K480781000,7,1,2.8,2.33
K480781000,7,2,2.32,1.98
K480781000,7,3,1.96,1.65
K480781000,7,4,1.65,1.4
K480781000,7,5,1.41,1.19
K480781000,7,6,1.18,1
K480781000,7,7,1,0.87
K472116000,0,1,2.06,1.48
K472116000,5,3,0.79,1.08
K472116000,5,4,0.78,0.57
K472116000,5,5,0.57,0.42
K471833000,5,1,2,1.47
K471833000,5,3,0.79,1.08
K471833000,5,4,0.78,0.57
K471833000,5,5,0.57,0.41
K480642000,6,1,2.22,1.67
K480642000,6,2,1.66,1.27
K480642000,6,3,1.27,0.96
K480642000,6,4,0.96,0.72
K480642000,6,5,0.72,0.55
K480642000,6,6,0.54,0.41
K472085000,6,1,2.21,1.67
K472085000,6,2,1.67,1.28
K472085000,6,3,1.29,0.97
K472085000,6,4,0.97,0.72
K472085000,6,5,0.72,0.55
K472085000,6,6,0.55,0.42
K471802000,6,1,2.18,1.67
K471802000,6,2,1.67,1.26
K471802000,6,3,1.27,0.97
K471802000,6,4,0.96,0.73
K471802000,6,5,0.73,0.55
K471802000,6,6,0.54,0.42
K470223000,5,1,1.99,1.46
K470223000,5,2,1.44,1.06
K470223000,5,3,1.05,0.76
K470223000,5,4,0.76,0.55
K470223000,5,5,0.55,0.4
K480918000,6,1,2.21,1.66
K480918000,6,2,1.66,1.26
K480918000,6,3,1.27,0.96
K480918000,6,4,0.96,0.72
K480918000,6,5,0.72,0.55
K480918000,6,6,0.54,0.41
K471505000,5,1,2.05,1.47
K471505000,5,2,1.47,1.09
K471505000,5,3,1.08,0.78
K471505000,5,4,0.79,0.57
K471505000,5,5,0.58,0.42
K472088000,5,1,2.02,1.47
K472088000,5,2,1.45,1.06
K472088000,5,3,1.08,0.79
K472088000,5,4,0.79,0.57
K472088000,5,5,0.62,0.42
K480971000,8,1,2.25,1.81
K480971000,8,2,1.79,1.49
K480971000,8,3,1.48,1.23
K480971000,8,4,1.23,1.02
K480971000,8,5,1.02,0.84
K480971000,8,6,0.84,0.7
K480971000,8,7,0.7,0.58
K480971000,8,8,0.59,0.5
K481028000,6,1,2.25,1.67
K481028000,6,2,1.67,1.28
K481028000,6,3,1.27,0.97
K481028000,6,4,0.96,0.72
K481028000,6,5,0.72,0.55
K481028000,6,6,0.55,0.41
K472079000,6,1,2.25,1.69
K472079000,6,2,1.66,1.28
K472079000,6,3,1.26,0.97
K472079000,6,4,0.96,0.72
K472079000,6,5,0.72,0.55
K472079000,6,6,0.55,0.42
K480911000,8,1,2.27,1.81
K480911000,8,2,1.8,1.5
K480911000,8,3,1.49,1.23
K480911000,8,4,1.24,1.03
K480911000,8,5,1.03,0.85
K480911000,8,6,0.84,0.7
K480911000,8,7,0.7,0.58
K480911000,8,8,0.58,0.5
K480910000,5,1,2,1.44
K480910000,5,2,1.44,1.05
K480910000,5,3,1.05,0.75
K480910000,5,4,0.76,0.54
K480910000,5,5,0.54,0.39
K481282000,5,1,2.04,1.46
K471806000,6,3,1.91,1.57
K471806000,6,4,1.57,1.29
K471806000,6,5,1.29,1.06
K471806000,6,6,1.05,0.88
K471807000,6,1,2.82,2.3
K471807000,6,2,2.31,1.91
K471807000,6,3,1.91,1.58
K471807000,6,4,1.57,1.29
K471807000,6,5,1.28,1.05
K471807000,6,6,1.06,0.86
K471805000,6,1,2.85,2.3
K471805000,6,2,2.3,1.92
K471805000,6,3,1.91,1.57
K471805000,6,4,1.57,1.28
K471805000,6,5,1.3,1.05
K471805000,6,6,1.05,0.85
K471803000,6,1,2.82,2.3
K471803000,6,2,2.3,1.92
K471803000,6,3,1.9,1.57
K471803000,6,4,1.57,1.3
K471803000,6,5,1.3,1.06
K471803000,6,6,1.06,0.86
K471796000,6,1,2.77,2.31
K471796000,6,2,2.29,1.92
K471796000,6,3,1.92,1.58
K471796000,6,4,1.58,1.29
K471796000,6,5,1.29,1.05
K471796000,6,6,1.06,0.86
K471840000,6,1,2.8,2.31
K471840000,6,2,2.3,1.92
K471840000,6,3,1.91,1.58
K471840000,6,4,1.57,1.3
K471840000,6,5,1.29,1.06
K471840000,6,6,1.06,0.86
K470955000,6,1,2.03,1.55
K470955000,6,2,1.54,1.27
K470955000,6,3,1.2,0.94
K470955000,6,4,0.94,0.72
K470955000,6,5,0.72,0.56
K470955000,6,6,0.55,0.42
K471797000,6,1,2.77,2.32
K471797000,6,2,2.3,2.02
K471797000,6,3,1.91,1.57
K471797000,6,4,1.57,1.29
K471797000,6,5,1.29,1.05
K471797000,6,6,1.05,0.86
K471804000,6,1,2.79,2.29
K471804000,6,2,2.29,1.91
K471804000,6,3,1.91,1.57
K471804000,6,4,1.57,1.3
K471804000,6,5,1.29,1.05
K471845000,6,1,2.78,2.3
K471845000,6,2,2.29,1.91
K471845000,6,3,1.91,1.57
K471845000,6,4,1.58,1.29
K471845000,6,5,1.29,1.06
K471845000,6,6,1.05,0.86
K471798000,6,1,2.8,2.3
K471798000,6,2,2.29,1.93
K471798000,6,3,1.9,1.58
K471798000,6,4,1.57,1.29
K471798000,6,5,1.3,1.06
K471798000,6,6,1.05,0.87
K471836000,6,1,2.82,2.31
K471836000,6,2,2.29,1.91
K471836000,6,3,1.91,1.57
K471836000,6,4,1.57,1.28
K471836000,6,5,1.28,1.05
K471836000,6,6,1.05,0.85
K471688000,6,1,2.03,1.53
K471688000,6,2,1.53,1.19
K471688000,6,3,1.19,0.91
K471688000,6,4,0.91,0.7
K471688000,6,5,0.7,0.53
K471688000,6,6,0.53,0.4
K471355000,6,1,2.82,2.31
K471355000,6,2,2.3,1.92
K471355000,6,3,1.91,1.57
K471355000,6,4,1.57,1.29
K471355000,6,5,1.29,1.05
K471355000,6,6,1.05,0.85
K471492000,0,1,2.01,1.45
K471492000,0,2,1.08,1.44
K471492000,5,3,1.06,0.78
K471492000,5,4,0.77,0.56
K471694000,0,1,2,1.47
K471694000,5,2,1.44,1.06
K471694000,5,3,1.06,0.76
K471694000,5,4,0.76,0.55
K471492000,5,5,0.55,0.4
K471071000,7,1,4.8,4.06
K471071000,7,2,4.05,3.61
K471071000,7,3,3.6,3.18
K471071000,7,4,3.19,2.8
K471071000,7,5,2.8,2.47
K471071000,7,6,2.46,2.22
K471071000,7,7,2.23,2.01
K471705000,5,1,2,1.45
K471705000,5,2,1.44,1.06
K471705000,5,3,1.06,0.77
K471705000,5,4,0.77,0.55
K471705000,5,5,0.56,0.41
K471739000,5,1,2.01,1.44
K471739000,5,2,1.44,1.06
K471739000,5,3,1.06,0.76
K471739000,5,4,0.77,0.56
K471446000,0,1,1.87,1.56
K471446000,4,2,1.44,1.09
K471446000,4,3,1.08,0.79
K471446000,4,4,0.8,0.58
K472044000,6,2,2.51,1.92
K472044000,6,3,1.93,1.59
K472044000,6,4,1.59,1.31
K472044000,6,5,1.31,1.08
K472044000,6,6,1.08,0.89
K471834000,5,1,2,1.45
K471834000,5,2,1.45,1.11
K471834000,5,3,1.06,0.77
K471834000,5,4,0.78,0.57
K471834000,5,5,0.56,0.4
K472047000,5,1,2.03,1.45
K472047000,5,2,1.48,1.22
K472047000,5,3,1.07,0.78
K472047000,5,4,0.77,0.55
K472047000,5,5,0.56,0.4
K471629000,5,1,2,1.49
K471629000,5,2,1.48,1.12
K471629000,5,3,1.11,0.83
K471629000,5,4,0.83,0.62
K471629000,5,5,0.62,0.46
K471855000,5,1,2.02,1.47
K471855000,5,2,1.47,1.09
K471855000,5,3,1.08,0.79
K471655000,5,1,2.01,1.45
K471655000,5,2,1.45,1.09
K471655000,5,3,1.06,0.77
K471655000,5,4,0.77,0.55
K471655000,5,5,0.55,0.4
K471584000,5,1,2.02,1.45
K471584000,5,2,1.45,1.07
K471584000,5,4,0.56,0.77
K471584000,5,5,0.55,0.4
K472141000,6,1,2.19,1.72
K472141000,6,2,1.7,1.33
K472141000,6,3,1.33,1.03
K472141000,6,4,1.03,0.79
K472141000,6,5,0.79,0.59
K472141000,6,6,0.59,0.45
